method,region,metric_group,quantity,metric,value,lbfgs_evals,final_total_loss
prior_noise_01pct,near-wake,field,u,rel_L2,0.17008616030216217,5376,0.0011841028463095427
prior_noise_01pct,near-wake,field,v,rel_L2,0.5298383235931396,5376,0.0011841028463095427
prior_noise_01pct,near-wake,field,p,rel_L2,0.3615548610687256,5376,0.0011841028463095427
prior_noise_01pct,far-wake,field,u,rel_L2,0.19777055084705353,5376,0.0011841028463095427
prior_noise_01pct,far-wake,field,v,rel_L2,0.45726364850997925,5376,0.0011841028463095427
prior_noise_01pct,far-wake,field,p,rel_L2,1.0677814483642578,5376,0.0011841028463095427
prior_noise_01pct,far-core,field,u,rel_L2,0.2304695099592209,5376,0.0011841028463095427
prior_noise_01pct,far-core,field,v,rel_L2,0.4294816255569458,5376,0.0011841028463095427
prior_noise_01pct,far-core,field,p,rel_L2,0.9905796647071838,5376,0.0011841028463095427
prior_noise_01pct,other,field,u,rel_L2,0.0572129525244236,5376,0.0011841028463095427
prior_noise_01pct,other,field,v,rel_L2,0.3909766674041748,5376,0.0011841028463095427
prior_noise_01pct,other,field,p,rel_L2,0.40695708990097046,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,field,u,rel_L2,0.16344581544399261,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,field,v,rel_L2,0.4013257622718811,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,field,p,rel_L2,0.296927809715271,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode,v,n,13715,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode,v,rel_L2,0.6999103834236227,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode,v,amp_ratio,0.6084748092946866,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode,v,corr,0.7518662120288071,5376,0.0011841028463095427
prior_noise_01pct,near-cylinder,v1_mode,v,phase_deg,-15.81065529549928,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode,v,n,15248,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode,v,rel_L2,0.44878696617869035,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode,v,amp_ratio,0.8928871173386282,5376,0.0011841028463095427
prior_noise_01pct,near-wake,v1_mode,v,corr,0.9304627814251119,5376,0.0011841028463095427
