analysis_id,arm_id,section,metric,region,value,unit,reference,value_type,source,status,notes
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.v.rms_abs_per_node,other,0.154789804562,field_units,hybrid_minus_karman_prior,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.v.relative_to_reference_rms,other,0.736258208258,ratio,CFD_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.v.relative_to_prior_rms,other,1.08656794131,ratio,Karman_prior_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.p.rms_abs_per_node,other,0.171169075528,field_units,hybrid_minus_karman_prior,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.p.relative_to_reference_rms,other,1.08424241899,ratio,CFD_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.p.relative_to_prior_rms,other,3.26725337577,ratio,Karman_prior_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.u.rms_abs_per_node,whole-domain,0.566240375606,field_units,hybrid_minus_karman_prior,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.u.relative_to_reference_rms,whole-domain,0.698140963112,ratio,CFD_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.u.relative_to_prior_rms,whole-domain,0.543852034936,ratio,Karman_prior_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.v.rms_abs_per_node,whole-domain,0.290334909029,field_units,hybrid_minus_karman_prior,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.v.relative_to_reference_rms,whole-domain,1.21331552915,ratio,CFD_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.v.relative_to_prior_rms,whole-domain,0.862418633924,ratio,Karman_prior_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.p.rms_abs_per_node,whole-domain,0.222165261579,field_units,hybrid_minus_karman_prior,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.p.relative_to_reference_rms,whole-domain,0.877199570583,ratio,CFD_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A04,pressure_only_physics_karman_prior,prior_attribution,learned_correction_snapshot.p.relative_to_prior_rms,whole-domain,1.16509932907,ratio,Karman_prior_snapshot_rms,snapshot_correction,modes_experiment/fresh_analysis/derived/a04_prior_attribution_changes.csv,accepted,"Representative snapshot index 100, t=410; not time-averaged."
A01,pressure_only_physics,information_comparison,field.u.rel_L2,near-cylinder,0.04342290014028549,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.v.rel_L2,near-cylinder,0.14143913984298706,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.p.rel_L2,near-cylinder,0.01867641694843769,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.u.rel_L2,near-wake,0.2727372944355011,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.v.rel_L2,near-wake,1.0366290807724,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.p.rel_L2,near-wake,0.6163440942764282,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.u.rel_L2,far-wake,0.5002196431159973,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.v.rel_L2,far-wake,1.0139986276626587,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.p.rel_L2,far-wake,2.3332183361053467,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.u.rel_L2,far-core,0.5826302766799927,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.v.rel_L2,far-core,1.0038522481918335,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.p.rel_L2,far-core,1.9013025760650635,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.u.rel_L2,other,0.06775574386119843,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.v.rel_L2,other,0.12204265594482422,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.p.rel_L2,other,0.19711746275424957,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.u.rel_L2,whole-domain,0.35252973437309265,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.v.rel_L2,whole-domain,0.8035315275192261,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,field.p.rel_L2,whole-domain,0.5622267723083496,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.n,near-cylinder,13715,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.rel_L2,near-cylinder,0.9109855202529975,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.amp_ratio,near-cylinder,0.2329956420896799,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.corr,near-cylinder,0.5901849294755548,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.phase_deg,near-cylinder,-35.322581399189,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.n,near-wake,15248,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.rel_L2,near-wake,1.002758461783868,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.amp_ratio,near-wake,0.05354769742155542,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.corr,near-wake,0.08222242151454576,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.phase_deg,near-wake,107.56324823465752,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.n,far-wake,16393,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.rel_L2,far-wake,0.9975692708101322,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.amp_ratio,far-wake,0.021598274531735875,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.corr,far-wake,0.1416338488100317,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.phase_deg,far-wake,29.554766401013815,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.n,far-core,12460,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.rel_L2,far-core,0.997442441082733,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.amp_ratio,far-core,0.018948152768257277,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.corr,far-core,0.16035718037970534,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.phase_deg,far-core,25.877405514357914,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.n,other,6298,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.rel_L2,other,1.0429656925989803,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.amp_ratio,other,1.214686575140202,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.corr,other,0.7087490409532666,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.phase_deg,other,36.298543210193266,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.n,whole-domain,51654,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.rel_L2,whole-domain,0.9982590529322467,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.amp_ratio,whole-domain,0.047024170317109565,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.corr,whole-domain,0.06884213593908428,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_only_physics,information_comparison,v1_mode.v.phase_deg,whole-domain,28.49546678561774,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.u.rel_L2,near-cylinder,0.024427928030490875,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.v.rel_L2,near-cylinder,0.04838676378130913,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.p.rel_L2,near-cylinder,0.008180337958037853,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.u.rel_L2,near-wake,0.015128523111343384,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.v.rel_L2,near-wake,0.04807698726654053,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.p.rel_L2,near-wake,0.04742806777358055,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.u.rel_L2,far-wake,0.07054434716701508,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.v.rel_L2,far-wake,0.3154568672180176,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.p.rel_L2,far-wake,0.6365317106246948,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.u.rel_L2,far-core,0.08218705654144287,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.v.rel_L2,far-core,0.27826836705207825,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.p.rel_L2,far-core,0.5939379930496216,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.u.rel_L2,other,0.02887069620192051,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.v.rel_L2,other,0.051015645265579224,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.p.rel_L2,other,0.08834198117256165,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.u.rel_L2,whole-domain,0.046610429883003235,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.v.rel_L2,whole-domain,0.20233725011348724,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,field.p.rel_L2,whole-domain,0.12847787141799927,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.n,near-cylinder,13715,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.rel_L2,near-cylinder,0.3602476635856242,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.amp_ratio,near-cylinder,0.7730029363463147,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.corr,near-cylinder,0.9713002020209421,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.phase_deg,near-cylinder,12.194140347289393,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.n,near-wake,15248,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.rel_L2,near-wake,0.29503354259749903,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.amp_ratio,near-wake,0.9919353794493909,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.corr,near-wake,0.9997225782649043,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.phase_deg,near-wake,16.977033288212343,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.n,far-wake,16393,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.rel_L2,far-wake,0.37322743873334563,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.amp_ratio,far-wake,0.8669217544071306,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.corr,far-wake,0.990692201454449,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.phase_deg,far-wake,20.18064958038238,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.n,far-core,12460,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.rel_L2,far-core,0.37345487856484066,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.amp_ratio,far-core,0.8657818200293128,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.corr,far-core,0.991925396098608,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.phase_deg,far-core,20.375966972867918,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.n,other,6298,count,region node count,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.rel_L2,other,0.8677567507567795,dimensionless,CFD,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.amp_ratio,other,1.2299839417400915,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.corr,other,0.8686440265311218,dimensionless,ideal 1,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
A01,pressure_and_velocity_probes_physics,information_comparison,v1_mode.v.phase_deg,other,34.55507058730413,degrees,ideal phase 0 deg,raw_metric,modes_experiment/fresh_analysis/derived/a01_information_comparison_summary.csv,accepted,Controlled sparse-data comparison: 32 pressure taps + velocity probes + physics.
